total,pde,boundary,initial
1.323031261563301086e-02,1.113357767462730408e-02,2.976744435727596283e-04,1.799059915356338024e-03
1.498457789421081543e-02,1.285963784903287888e-02,2.149894498870708048e-05,2.103440929204225540e-03
8.963375352323055267e-03,7.297354750335216522e-03,3.978612949140369892e-05,1.626234734430909157e-03
1.075631659477949142e-02,9.261475875973701477e-03,2.237239241367205977e-04,1.271116547286510468e-03
7.756386883556842804e-03,6.392407696694135666e-03,2.706919913180172443e-04,1.093287253752350807e-03
6.101035978645086288e-03,5.294370464980602264e-03,6.069307710276916623e-05,7.459725020453333855e-04
1.554637309163808823e-02,1.466878317296504974e-02,2.913436037488281727e-04,5.862462567165493965e-04
2.547895722091197968e-02,2.450831048190593719e-02,3.117500164080411196e-04,6.588954129256308079e-04
8.943634107708930969e-03,7.447493262588977814e-03,1.130090313381515443e-04,1.383132301270961761e-03
7.750025019049644470e-03,5.324195139110088348e-03,2.479012764524668455e-04,2.177928574383258820e-03
7.624980993568897247e-03,5.297589115798473358e-03,9.927909122779965401e-04,1.334601314738392830e-03
2.302749082446098328e-03,8.688855450600385666e-04,5.210905801504850388e-04,9.127730736508965492e-04
4.442398902028799057e-03,3.391178790479898453e-03,1.191890332847833633e-04,9.320311364717781544e-04
1.312572695314884186e-02,1.169347763061523438e-02,3.652319137472659349e-04,1.067017670720815659e-03
1.129503175616264343e-02,9.738115593791007996e-03,4.660177728510461748e-05,1.510314992628991604e-03
5.303822457790374756e-03,3.134983358904719353e-03,2.127556217601522803e-05,2.147563267499208450e-03
6.395584437996149063e-03,4.180280026048421860e-03,6.358235841616988182e-04,1.579480711370706558e-03
3.229608293622732162e-03,2.091453410685062408e-03,3.553679562173783779e-04,7.827868685126304626e-04
2.107151784002780914e-03,1.185905188322067261e-03,3.308629675302654505e-04,5.903835408389568329e-04
1.418288238346576691e-02,1.329276431351900101e-02,5.266814259812235832e-04,3.634363238234072924e-04
1.266716513782739639e-02,1.123425457626581192e-02,2.122836594935506582e-04,1.220626407302916050e-03
1.019291579723358154e-02,7.985732518136501312e-03,1.401203771820291877e-04,2.067062538117170334e-03
4.387767054140567780e-03,2.679451135918498039e-03,3.916734713129699230e-04,1.316642621532082558e-03
3.063003066927194595e-03,1.366105629131197929e-03,6.355619407258927822e-04,1.061335555277764797e-03
2.295238431543111801e-03,1.124129630625247955e-03,3.575744340196251869e-04,8.135343668982386589e-04
1.187950954772531986e-03,6.204270757734775543e-04,3.464365727268159389e-05,5.328801926225423813e-04
8.954547345638275146e-03,8.256923407316207886e-03,1.093324826797470450e-04,5.882908590137958527e-04
1.413278095424175262e-02,1.329583488404750824e-02,9.418918489245697856e-05,7.427568198181688786e-04
1.914673484861850739e-02,1.778583601117134094e-02,9.559500904288142920e-05,1.265303348191082478e-03
3.970089834183454514e-03,2.740140538662672043e-03,2.046125009655952454e-04,1.025336794555187225e-03
2.096862159669399261e-02,1.985147036612033844e-02,4.162008408457040787e-04,7.009498076513409615e-04
6.934938952326774597e-03,5.536312237381935120e-03,1.653024228289723396e-04,1.233324641361832619e-03
1.845704764127731323e-02,1.656150631606578827e-02,2.306257520103827119e-04,1.664916751906275749e-03
2.147344686090946198e-02,1.910550892353057861e-02,2.435817441437393427e-04,2.124356571584939957e-03
1.497071608901023865e-02,1.310628559440374374e-02,5.313600559020414948e-05,1.811294932849705219e-03
5.281047895550727844e-03,3.514838404953479767e-03,4.992628237232565880e-05,1.716283150017261505e-03
7.458359748125076294e-02,7.289771735668182373e-02,1.441219646949321032e-04,1.541753299534320831e-03
1.559318881481885910e-02,1.332718972116708755e-02,4.954556352458894253e-04,1.770543982274830341e-03
3.946661949157714844e-03,1.882933778688311577e-03,5.198768922127783298e-04,1.543851103633642197e-03
2.147289365530014038e-02,1.762972027063369751e-02,7.186370785348117352e-04,3.124537877738475800e-03
1.560771837830543518e-02,1.311366446316242218e-02,2.685838262550532818e-04,2.225470263510942459e-03
4.537561908364295959e-02,4.280629009008407593e-02,1.144913490861654282e-03,1.424417248927056789e-03
4.267991334199905396e-02,4.180639609694480896e-02,1.638795220060274005e-04,7.096395129337906837e-04
4.597076680511236191e-03,3.377673216164112091e-03,5.397688364610075951e-04,6.796345114707946777e-04
2.269216347485780716e-03,1.082924194633960724e-03,3.676859487313777208e-04,8.186063496395945549e-04
5.564275197684764862e-03,3.995565697550773621e-03,2.379739307798445225e-04,1.330735860392451286e-03
2.138406783342361450e-02,1.951427012681961060e-02,1.405271759722381830e-04,1.729271374642848969e-03
9.954247623682022095e-03,8.607421070337295532e-03,3.300372627563774586e-04,1.016789232380688190e-03
6.327656563371419907e-03,3.790432354435324669e-03,1.306939637288451195e-03,1.230284688062965870e-03
9.632484987378120422e-03,7.530170958489179611e-03,7.043389487080276012e-04,1.397974556311964989e-03
5.420914851129055023e-03,2.978892065584659576e-03,1.669614430284127593e-04,2.275061327964067459e-03
6.188239436596632004e-03,3.696760861203074455e-03,1.577202492626383901e-04,2.333758398890495300e-03
6.019446067512035370e-03,3.488585818558931351e-03,8.478316885884851217e-05,2.446077298372983932e-03
3.085335716605186462e-03,9.878423297777771950e-04,4.093479074072092772e-04,1.688145566731691360e-03
6.230748258531093597e-03,4.307250492274761200e-03,2.976355317514389753e-04,1.625862554647028446e-03
4.811954684555530548e-03,3.835554234683513641e-03,4.534181061899289489e-05,9.310583118349313736e-04
6.620159372687339783e-03,5.325384438037872314e-03,1.977100910153239965e-04,1.097065047360956669e-03
6.541083566844463348e-03,5.460754968225955963e-03,5.974691157462075353e-05,1.020581461489200592e-03
3.029872663319110870e-03,2.009157324209809303e-03,8.397105557378381491e-05,9.367442689836025238e-04
3.744303947314620018e-03,2.662010025233030319e-03,1.886002719402313232e-04,8.936935919336974621e-04
2.551145385950803757e-03,1.445331377908587456e-03,2.661543840076774359e-04,8.396595949307084084e-04
2.044288208708167076e-03,1.251909881830215454e-03,7.916947652120143175e-05,7.132088067010045052e-04
3.581657074391841888e-03,2.743189455941319466e-03,1.972960162675008178e-04,6.411717040464282036e-04
3.312602639198303223e-03,2.469715196639299393e-03,2.337175465072505176e-05,8.195156115107238293e-04
9.617427363991737366e-03,8.557226508855819702e-03,1.175820507341995835e-04,9.426187607459723949e-04
5.391226150095462799e-03,4.591283388435840607e-03,3.134406142635270953e-05,7.685986347496509552e-04
2.799934707581996918e-03,1.705595292150974274e-03,2.734270237851887941e-04,8.209123043343424797e-04
3.063766285777091980e-03,1.948241377249360085e-03,2.302180073456838727e-04,8.853069739416241646e-04
2.292656572535634041e-03,1.290727290324866772e-03,1.973890539375133812e-05,9.821903659030795097e-04
4.806716926395893097e-03,3.466003341600298882e-03,1.226866734214127064e-04,1.218027202412486076e-03
4.780977033078670502e-03,3.720058128237724304e-03,4.909388735541142523e-05,1.011824700981378555e-03
3.003377467393875122e-03,1.837239600718021393e-03,1.856421149568632245e-04,9.804957080632448196e-04
2.909522037953138351e-03,1.843864563852548599e-03,6.319925159914419055e-05,1.002458273433148861e-03
1.757258316501975060e-03,8.614853722974658012e-04,1.745079061947762966e-04,7.212650380097329617e-04
3.597483504563570023e-03,2.595189493149518967e-03,1.975801860680803657e-04,8.047139272093772888e-04
1.874929876066744328e-03,1.211005728691816330e-03,1.770809467416256666e-05,6.462160963565111160e-04
3.208693116903305054e-03,2.322965068742632866e-03,1.528489083284512162e-04,7.328792707994580269e-04
2.453241031616926193e-03,1.797347795218229294e-03,2.335014141863211989e-05,6.325431168079376221e-04
8.878471329808235168e-03,8.005703799426555634e-03,6.872690573800355196e-05,8.040402317419648170e-04
1.618252717889845371e-03,6.587068201042711735e-04,2.392882306594401598e-04,7.202576380223035812e-04
1.464973902329802513e-03,5.183337489143013954e-04,3.254623152315616608e-04,6.211778381839394569e-04
1.518438220955431461e-03,7.271294598467648029e-04,8.498419629177078605e-05,7.063245866447687149e-04
1.831357250921428204e-03,1.360896858386695385e-03,3.991079574916511774e-05,4.305496113374829292e-04
4.216995090246200562e-03,3.721558954566717148e-03,4.621444531949236989e-05,4.492217849474400282e-04
8.676233701407909393e-04,5.425250856205821037e-04,3.267439751653000712e-05,2.924238797277212143e-04
9.613797301426529884e-04,5.209700902923941612e-04,5.179609433980658650e-05,3.886135527864098549e-04
2.300527133047580719e-02,2.255017682909965515e-02,7.784272020217031240e-05,3.772523486986756325e-04
5.390341393649578094e-03,4.809543490409851074e-03,3.543319689924828708e-05,5.453649209812283516e-04
1.472890935838222504e-02,1.411555893719196320e-02,1.499625068390741944e-05,5.983539158478379250e-04
4.772768355906009674e-03,4.036153666675090790e-03,2.937381941592320800e-05,7.072406006045639515e-04
5.474307108670473099e-03,4.553541541099548340e-03,1.371071120956912637e-04,7.836584700271487236e-04
2.364736422896385193e-02,2.253071218729019165e-02,2.099565899698063731e-04,9.066952625289559364e-04
1.969698816537857056e-03,1.065722433850169182e-03,1.340181333944201469e-04,7.699582492932677269e-04
2.271382696926593781e-02,2.202580682933330536e-02,4.786374483956024051e-05,6.401555147022008896e-04
4.617628641426563263e-03,4.213527776300907135e-03,1.229256304213777184e-05,3.918083966709673405e-04
1.956866122782230377e-02,1.924828067421913147e-02,1.519193301646737382e-05,3.051882958970963955e-04
4.135859664529561996e-03,3.728951094672083855e-03,3.496923454804345965e-05,3.719393862411379814e-04
5.666020326316356659e-03,5.148167256265878677e-03,8.592546510044485331e-05,4.319275030866265297e-04
5.337405484169721603e-03,4.641291685402393341e-03,9.837961988523602486e-05,5.977341206744313240e-04
2.273720502853393555e-02,2.164212055504322052e-02,9.219733328791335225e-05,1.002887729555368423e-03
1.485018339008092880e-02,1.370934210717678070e-02,9.732803300721570849e-05,1.043513417243957520e-03
4.012309014797210693e-03,2.950979163870215416e-03,7.119265501387417316e-05,9.901374578475952148e-04
1.444617286324501038e-02,1.348959747701883316e-02,2.222217444796115160e-04,7.343532051891088486e-04
1.843971200287342072e-03,1.141017070040106773e-03,1.282068114960566163e-04,5.747473333030939102e-04
3.452991368249058723e-03,2.971353009343147278e-03,9.311385656474158168e-05,3.885244368575513363e-04
7.744422648102045059e-03,7.161384914070367813e-03,1.311344385612756014e-04,4.519031499512493610e-04
6.400015670806169510e-03,5.595594644546508789e-03,1.871505082817748189e-05,7.857062155380845070e-04
8.299017325043678284e-03,7.265309337526559830e-03,4.725132748717442155e-05,9.864573366940021515e-04
9.439802728593349457e-03,7.986336015164852142e-03,2.404584956821054220e-04,1.213008537888526917e-03
4.195790737867355347e-03,2.032968914136290550e-03,1.150245661847293377e-04,2.047797432169318199e-03
1.003018673509359360e-02,8.191684260964393616e-03,1.075903273886069655e-04,1.730912365019321442e-03
2.076530270278453827e-02,1.908594742417335510e-02,1.826494117267429829e-04,1.496705925092101097e-03
9.292664006352424622e-03,8.159997873008251190e-03,1.054154126904904842e-04,1.027250429615378380e-03
1.650883257389068604e-02,1.517783291637897491e-02,2.386013948125764728e-04,1.092399004846811295e-03
9.430841542780399323e-03,6.852074991911649704e-03,8.396576158702373505e-04,1.739108702167868614e-03
1.732649654150009155e-02,1.465744432061910629e-02,3.113592974841594696e-04,2.357693854719400406e-03
1.243471261113882065e-02,9.391577914357185364e-03,4.070775685249827802e-05,3.002426354214549065e-03
2.323385700583457947e-02,2.183034457266330719e-02,1.506285916548222303e-04,1.252884510904550552e-03
3.025914542376995087e-02,2.910611033439636230e-02,3.535898867994546890e-04,7.994460756890475750e-04
1.805842667818069458e-02,1.662331447005271912e-02,4.622307606041431427e-04,9.728815639391541481e-04
1.125188916921615601e-02,9.246014058589935303e-03,7.288301712833344936e-04,1.277045113965868950e-03
8.020071312785148621e-03,5.164038855582475662e-03,1.056954730302095413e-03,1.799078076146543026e-03
8.283747360110282898e-03,5.678404588252305984e-03,2.748102415353059769e-04,2.330532297492027283e-03
1.444702409207820892e-02,1.132706552743911743e-02,1.503456005593761802e-04,2.969613764435052872e-03
5.132569931447505951e-03,2.031165175139904022e-03,1.217989338329061866e-04,2.979605691507458687e-03
9.338182397186756134e-03,7.610518950968980789e-03,1.524005056126043200e-04,1.575262751430273056e-03
7.694050669670104980e-03,5.564720369875431061e-03,6.025364855304360390e-04,1.526793930679559708e-03
8.050892502069473267e-03,6.576472427695989609e-03,1.393389538861811161e-04,1.335081178694963455e-03
6.598115433007478714e-03,3.915445879101753235e-03,7.120773661881685257e-04,1.970592420548200607e-03
6.038318853825330734e-03,2.512781415134668350e-03,1.003196462988853455e-03,2.522340975701808929e-03
6.677715107798576355e-03,3.009478095918893814e-03,6.829785706941038370e-05,3.599938936531543732e-03
8.717190474271774292e-03,4.350344650447368622e-03,2.767086843959987164e-04,4.090137314051389694e-03
2.059116214513778687e-02,1.709407754242420197e-02,8.040758257266134024e-05,3.416677936911582947e-03
1.110985409468412399e-02,7.463936693966388702e-03,6.922887987457215786e-04,2.953628776594996452e-03
4.495673347264528275e-03,1.506738364696502686e-03,2.384395338594913483e-04,2.750495448708534241e-03
1.936979964375495911e-02,1.674885116517543793e-02,3.177309699822217226e-04,2.303216140717267990e-03
3.572213230654597282e-03,9.282520040869712830e-04,7.382029434666037560e-04,1.905758283101022243e-03
5.216566845774650574e-03,2.861205022782087326e-03,3.724731504917144775e-04,1.982888672500848770e-03
6.124345585703849792e-03,3.400514833629131317e-03,4.044686211273074150e-04,2.319362247362732887e-03
3.187074791640043259e-03,1.144345966167747974e-03,8.606141636846587062e-05,1.956667285412549973e-03
5.288667045533657074e-03,3.193746088072657585e-03,2.514275838620960712e-04,1.843493198975920677e-03
7.971244864165782928e-03,6.038985215127468109e-03,2.596962440293282270e-04,1.672563608735799789e-03
3.832174930721521378e-03,1.877823611721396446e-03,2.831174060702323914e-04,1.671233912929892540e-03
8.125416934490203857e-03,6.073056254535913467e-03,2.391498128417879343e-04,1.813210546970367432e-03
4.272191319614648819e-03,2.454792615026235580e-03,6.908139766892418265e-05,1.748317386955022812e-03
6.615708116441965103e-03,4.893322475254535675e-03,4.184072022326290607e-04,1.303978264331817627e-03
4.261150956153869629e-03,3.163672517985105515e-03,7.163314876379445195e-05,1.025845063850283623e-03
3.504585241898894310e-03,2.041711937636137009e-03,1.511180453235283494e-04,1.311755273491144180e-03
3.398592118173837662e-03,2.474464941769838333e-03,5.032580520492047071e-05,8.738014148548245430e-04
7.208927534520626068e-03,6.108948960900306702e-03,2.131998771801590919e-04,8.867790456861257553e-04
9.384661912918090820e-03,8.185345679521560669e-03,1.488234411226585507e-04,1.050493097864091396e-03
3.634962253272533417e-03,2.776679582893848419e-03,1.360184978693723679e-04,7.222641725093126297e-04
2.673062263056635857e-03,1.726960181258618832e-03,1.702322042547166348e-04,7.758699357509613037e-04
5.159301217645406723e-03,4.223011899739503860e-03,9.118064917856827378e-05,8.451087051071226597e-04
1.873349770903587341e-03,9.186724200844764709e-04,3.800831473199650645e-05,9.166690288111567497e-04
4.388011991977691650e-03,3.301252145320177078e-03,3.462914901319891214e-05,1.052130712196230888e-03
3.033943939954042435e-03,1.850190572440624237e-03,3.824924351647496223e-05,1.145504298619925976e-03
2.562743844464421272e-03,1.487675821408629417e-03,3.991464473074302077e-05,1.035153400152921677e-03
3.568829502910375595e-03,2.481284784153103828e-03,1.711412332952022552e-04,9.164034272544085979e-04
2.082852181047201157e-03,1.303958706557750702e-03,9.661419608164578676e-05,6.822792347520589828e-04
1.548321219161152840e-03,7.627933518961071968e-04,3.190701818311936222e-06,7.823371561244130135e-04
1.577314687892794609e-03,7.692431099712848663e-04,2.658759694895707071e-05,7.814840064384043217e-04
1.459262566640973091e-03,8.395386976189911366e-04,2.173403663618955761e-05,5.979897687211632729e-04
3.011793829500675201e-03,2.248785924166440964e-03,3.128816388198174536e-05,7.317195413634181023e-04
1.733855111524462700e-03,9.697331697680056095e-04,2.207467514381278306e-05,7.420472102239727974e-04
3.371053608134388924e-03,2.407302148640155792e-03,8.641809108667075634e-05,8.773333393037319183e-04
3.036184702068567276e-03,2.149322303012013435e-03,7.582004036521539092e-05,8.110422058962285519e-04
1.125383656471967697e-03,3.891977248713374138e-04,1.831479676184244454e-05,7.178711821325123310e-04
1.531599555164575577e-03,7.812035037204623222e-04,2.471771949785761535e-05,7.256782846525311470e-04
2.037846948951482773e-03,1.250836183317005634e-03,5.634329863823950291e-05,7.306673796847462654e-04
2.174104796722531319e-03,1.477479934692382812e-03,1.536842501081991941e-05,6.812564097344875336e-04
3.799745813012123108e-03,2.831801772117614746e-03,2.894525641750078648e-05,9.389986516907811165e-04
2.766627585515379906e-03,2.127504907548427582e-03,3.584721707738935947e-05,6.032753735780715942e-04
1.612531719729304314e-03,7.070305291563272476e-04,5.075673834653571248e-05,8.547444595023989677e-04
1.680065877735614777e-03,6.566722877323627472e-04,4.278392589185386896e-05,9.806096786633133888e-04
2.356180455535650253e-03,1.463775872252881527e-03,1.005655576591379941e-05,8.823480457067489624e-04
2.026701113209128380e-03,1.104221679270267487e-03,2.965162457257974893e-05,8.928277529776096344e-04
1.627991907298564911e-03,9.527840302325785160e-04,3.180961721227504313e-05,6.433982634916901588e-04
1.441320404410362244e-03,7.045447709970176220e-04,9.732882062962744385e-06,7.270427886396646500e-04
2.429167041555047035e-03,1.711828866973519325e-03,2.224946911155711859e-05,6.950887618586421013e-04
1.686859875917434692e-03,1.045668730512261391e-03,4.245981926942477003e-06,6.369451875798404217e-04
2.254682360216975212e-03,1.656132051721215248e-03,1.424672245775582269e-05,5.843035760335624218e-04
8.938721148297190666e-04,3.537634620442986488e-04,1.125556264014448971e-05,5.288530956022441387e-04
1.623793737962841988e-03,1.069678110070526600e-03,1.411700031894724816e-05,5.399986403062939644e-04
1.007709186524152756e-03,3.184999513905495405e-04,3.647917037596926093e-05,6.527301156893372536e-04
1.102647045627236366e-03,5.307885585352778435e-04,1.848429019446484745e-05,5.533742369152605534e-04
1.015224843285977840e-03,4.704012244474142790e-04,1.087486452888697386e-05,5.339487688615918159e-04
1.208448316901922226e-03,7.093416061252355576e-04,4.052596523251850158e-06,4.950541770085692406e-04
1.379543216899037361e-03,8.917051600292325020e-04,7.203739187389146537e-06,4.806343349628150463e-04
1.043807249516248703e-03,6.201282376423478127e-04,6.693183422612491995e-06,4.169858584646135569e-04
1.017599599435925484e-03,5.036646616645157337e-04,5.256219083094038069e-06,5.086786695756018162e-04
8.860806701704859734e-04,4.359118174761533737e-04,6.191261945787118748e-06,4.439775948412716389e-04
1.092948135919868946e-03,7.353454129770398140e-04,2.030697487498400733e-06,3.555720322765409946e-04
7.226679590530693531e-04,3.085139906033873558e-04,2.562183908594306558e-06,4.115917836315929890e-04
9.294701158069074154e-04,5.817188066430389881e-04,3.996532086603110656e-06,3.437547711655497551e-04
7.279966957867145538e-04,3.301592951174825430e-04,3.919676601071842015e-06,3.939177258871495724e-04
1.005487749353051186e-03,5.138372071087360382e-04,7.922293661977164447e-06,4.837282467633485794e-04
9.257687488570809364e-04,5.559943965636193752e-04,6.749826297891559079e-06,3.630245337262749672e-04
8.214334375225007534e-04,5.034871865063905716e-04,3.985544481110991910e-06,3.139607142657041550e-04
6.555876461789011955e-04,3.843621525447815657e-04,2.634179736560327001e-06,2.685913350433111191e-04
6.564297946169972420e-04,3.352087805978953838e-04,1.888922838588769082e-06,3.193320590071380138e-04
6.353663047775626183e-04,3.301619435660541058e-04,1.573602958160336129e-06,3.036307170987129211e-04
1.210581976920366287e-03,8.882476249709725380e-04,1.524042204437137116e-06,3.208103298675268888e-04
7.807306246832013130e-04,4.535955376923084259e-04,1.449799242436711211e-06,3.256853087805211544e-04
6.489955703727900982e-04,2.982659789267927408e-04,1.836133378674276173e-06,3.488934598863124847e-04
7.710916688665747643e-04,3.806676249951124191e-04,5.309832886268850416e-06,3.851142246276140213e-04
9.536667494103312492e-04,6.797902169637382030e-04,4.608170002029510215e-06,2.692683192435652018e-04
8.274591527879238129e-04,5.741905770264565945e-04,5.653010248352074996e-06,2.476155641488730907e-04
7.128886645659804344e-04,4.978853976354002953e-04,4.059380444232374430e-06,2.109438355546444654e-04
8.069479372352361679e-04,4.831532714888453484e-04,2.144034169759834185e-06,3.216506447643041611e-04
6.225308170542120934e-04,2.807060955092310905e-04,1.821864771045511588e-06,3.400028217583894730e-04
5.110066267661750317e-04,2.252209815196692944e-04,1.543387043057009578e-06,2.842422691173851490e-04
7.582080434076488018e-04,5.017319344915449619e-04,1.976483872567769140e-06,2.544996095821261406e-04
7.206134614534676075e-04,4.082445520907640457e-04,4.040220119350124151e-06,3.083286865148693323e-04
7.258717669174075127e-04,4.553090548142790794e-04,4.165030986769124866e-06,2.663977211341261864e-04
6.500367890112102032e-04,4.004521179012954235e-04,9.170115617962437682e-07,2.486676676198840141e-04
7.344696205109357834e-04,4.778698203153908253e-04,7.019313670753035694e-06,2.495804801583290100e-04
4.432821588125079870e-04,2.062389976345002651e-04,6.213357664819341153e-06,2.308297989657148719e-04
6.044299807399511337e-04,3.867451741825789213e-04,3.577170900825876743e-06,2.141075965482741594e-04
7.133917533792555332e-04,5.180757143534719944e-04,4.369221642264164984e-06,1.909467973746359348e-04
5.031554028391838074e-04,3.087305522058159113e-04,3.707030373334418982e-06,1.907177793327718973e-04
4.458840121515095234e-04,2.112423389917239547e-04,9.795006917556747794e-06,2.248466626042500138e-04
5.601207376457750797e-04,2.797324559651315212e-04,6.099063284636940807e-06,2.742892247624695301e-04
4.045450477860867977e-04,2.044292923528701067e-04,1.618500755284912884e-05,1.839307369664311409e-04
4.525664844550192356e-04,2.605460176710039377e-04,7.580226792924804613e-06,1.844402286224067211e-04
5.271182744763791561e-04,2.823300892487168312e-04,1.256042423847247846e-06,2.435321657685562968e-04
6.380854174494743347e-04,3.697639913298189640e-04,1.949755414898390882e-06,2.663716441020369530e-04
5.700843757949769497e-04,3.520703176036477089e-04,5.515976226888597012e-06,2.124980674125254154e-04
4.658384132198989391e-04,2.200142334913834929e-04,4.477696165849920362e-06,2.413464681012555957e-04
4.092269809916615486e-04,1.699724089121446013e-04,2.530003257561475039e-06,2.367245760979130864e-04
4.702963342424482107e-04,2.459178213030099869e-04,3.566634632079512812e-06,2.208118676207959652e-04
4.397434822749346495e-04,2.232321712654083967e-04,4.460864147404208779e-06,2.120504505001008511e-04
4.684025188907980919e-04,2.418580115772783756e-04,7.130121502996189520e-06,2.194143889937549829e-04
4.758572322316467762e-04,2.484118158463388681e-04,8.996956239570863545e-06,2.184484619647264481e-04
4.641423875000327826e-04,2.543602022342383862e-04,8.086469279078301042e-06,2.016957150772213936e-04
5.969524499960243702e-04,3.469344810582697392e-04,7.933634151413571090e-06,2.420843084109947085e-04
5.818267236463725567e-04,3.599564661271870136e-04,1.000340853352099657e-05,2.118668635375797749e-04
4.366554203443229198e-04,2.444096608087420464e-04,7.546474989794660360e-06,1.846992818173021078e-04
4.665591695811599493e-04,2.573500387370586395e-04,9.434370440430939198e-06,1.997747749555855989e-04
7.698640692979097366e-04,5.806724075227975845e-04,1.383286780765047297e-05,1.753588148858398199e-04
6.328069139271974564e-04,4.320171428844332695e-04,1.121639616030734032e-05,1.895734167192131281e-04
3.454500692896544933e-04,1.665266463533043861e-04,9.952371328836306930e-06,1.689710479695349932e-04
4.528039426077157259e-04,2.675479336176067591e-04,1.297377912123920396e-05,1.722822198644280434e-04
5.988620687276124954e-04,4.156265931669622660e-04,3.883152203343342990e-06,1.793523260857909918e-04
3.797331592068076134e-04,1.865735393948853016e-04,1.796382275642827153e-05,1.751958043314516544e-04
3.810749331023544073e-04,1.982020039577037096e-04,1.156553844339214265e-05,1.713073870632797480e-04
5.062507698312401772e-04,3.495311539154499769e-04,1.297980020353861619e-06,1.554216141812503338e-04
1.289725652895867825e-03,1.113654230721294880e-03,1.981193008759873919e-06,1.740902953315526247e-04
3.540006582625210285e-04,1.882529759313911200e-04,4.650956270779715851e-06,1.610967156011611223e-04
3.928416408598423004e-04,2.444411511532962322e-04,3.231643177059595473e-06,1.451688585802912712e-04
4.596277722157537937e-04,2.637353900354355574e-04,1.101927045965567231e-05,1.848731335485354066e-04
3.517115837894380093e-04,1.820750185288488865e-04,5.571383553615305573e-06,1.640651898924261332e-04
1.548566739074885845e-03,1.385032664984464645e-03,7.309534339583478868e-06,1.562245888635516167e-04
1.624385942704975605e-03,1.433060737326741219e-03,4.651627932616975158e-06,1.866736274678260088e-04
1.350566279143095016e-03,1.153551740571856499e-03,8.765078746364451945e-06,1.882494543679058552e-04
3.518172015901654959e-04,1.973372709471732378e-04,7.933271263027563691e-06,1.465466630179435015e-04
8.668312802910804749e-04,6.898376741446554661e-04,5.822782441100571305e-06,1.711708173388615251e-04
1.080082030966877937e-03,8.976495009846985340e-04,6.652476258750539273e-06,1.757800491759553552e-04
4.268294142093509436e-04,2.499916881788522005e-04,5.932683052378706634e-06,1.709050557110458612e-04
5.377755733206868172e-04,3.455632249824702740e-04,1.301636984862852842e-05,1.791959948604926467e-04
5.114067462272942066e-04,3.622228978201746941e-04,1.474697000958258286e-05,1.344368647551164031e-04
2.891413460019975901e-04,1.672388170845806599e-04,3.363428731972817332e-06,1.185391010949388146e-04
3.430574433878064156e-04,1.817078591557219625e-04,3.311022055640933104e-06,1.580385433044284582e-04
5.062281852588057518e-04,3.364349831826984882e-04,2.584321464382810518e-06,1.672088983468711376e-04
4.424290964379906654e-04,3.021034644916653633e-04,1.933607563842087984e-06,1.383920316584408283e-04
4.183734417892992496e-04,2.744183584582060575e-04,3.783946567637030967e-06,1.401711633661761880e-04
4.843601782340556383e-04,3.473368706181645393e-04,3.984279828728176653e-06,1.330390223301947117e-04
4.445198283065110445e-04,3.019204305019229650e-04,5.667848199664149433e-06,1.369315432384610176e-04
5.431302706710994244e-04,4.054173477925360203e-04,2.816188953147502616e-06,1.348967343801632524e-04
6.551508558914065361e-04,5.010839668102562428e-04,5.457554834720212966e-06,1.486093096900731325e-04
9.899598080664873123e-04,8.506520534865558147e-04,7.537090368714416400e-06,1.317707356065511703e-04
4.167817241977900267e-04,2.457388036418706179e-04,1.017416616377886385e-05,1.608687452971935272e-04
5.962183931842446327e-04,4.253644729033112526e-04,4.107072527403943241e-06,1.667468459345400333e-04
8.628009236417710781e-04,7.021735655143857002e-04,4.793747393705416471e-06,1.558336225571110845e-04
4.975925548933446407e-04,3.292196197435259819e-04,5.673455234500579536e-06,1.626994926482439041e-04
5.073474021628499031e-04,2.899795654229819775e-04,2.119070995831862092e-05,1.961771631613373756e-04
4.160170792602002621e-04,2.213700790889561176e-04,2.296682396263349801e-05,1.716801780276000500e-04
4.249870544299483299e-04,2.521475544199347496e-04,4.519302365224575624e-06,1.683201990090310574e-04
5.399291985668241978e-04,3.719560627359896898e-04,3.476598521956475452e-06,1.644965523155406117e-04
4.440558841452002525e-04,3.171893476974219084e-04,3.380522002771613188e-06,1.234860101249068975e-04
3.593933070078492165e-04,2.210558450315147638e-04,8.389922186324838549e-06,1.299475406995043159e-04
4.781003517564386129e-04,3.358886460773646832e-04,8.481354598188772798e-06,1.337303547188639641e-04
3.634063759818673134e-04,2.096864773193374276e-04,4.644070486392593011e-06,1.490758149884641171e-04
4.291224176995456219e-04,2.601786109153181314e-04,1.581114884174894542e-05,1.531326561234891415e-04
3.427714109420776367e-04,1.555989729240536690e-04,1.173611872218316421e-05,1.754363183863461018e-04
3.087989171035587788e-04,1.563953701406717300e-04,5.644045359076699242e-06,1.467594993300735950e-04
3.422618901822715998e-04,2.104469604091718793e-04,5.343425982573535293e-06,1.264715101569890976e-04
2.922233834397047758e-04,1.708412601146847010e-04,2.476679583196528256e-06,1.189054455608129501e-04
3.172719734720885754e-04,1.805072824936360121e-04,1.560333657835144550e-06,1.352043473161756992e-04
2.621219027787446976e-04,1.493008167017251253e-04,2.893449618568411097e-06,1.099276269087567925e-04
3.581625642254948616e-04,2.074186631944030523e-04,1.162041371571831405e-05,1.391234691254794598e-04
